tab	specimens
specimen	sample	experiments	dir_alpha95	dir_comp	dir_dec	dir_inc	dir_n_comps	dir_n_measurements	dir_tilt_correction	dir_dang	dir_mad_free	geologic_classes	geologic_types	lithologies	meas_step_max	meas_step_min	meas_step_unit	analysts	instrument_codes	software_packages	int_corr	citations	method_codes	result_quality	result_type	volume	weight	location	site
PI22-12b	PI22-12	PI22-12b:LP-DIR-T		LT	8.0	68.2	2.0	6.0	0.0	38.6	6.0				423.0	298.0	K		hargrave 2014-10-10 20:40:02	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	i			Slate Islands	PI22
PI22-12b	PI22-12	PI22-12b:LP-DIR-T		HT	87.4	46.8	2.0	13.0	0.0	2.3	3.1				793.0	498.0	K		hargrave 2014-10-10 20:40:02	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	i			Slate Islands	PI22
PI22-12b	PI22-12	PI22-12b:LP-DIR-T		LT	206.8	45.1	2.0	6.0	-1.0	38.6	6.0				423.0	298.0	K		hargrave 2014-10-10 20:40:02	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g	i			Slate Islands	PI22
PI22-13b	PI22-13	PI22-13b:LP-DIR-T		HT	137.0	8.9	2.0	19.0	0.0	13.7	3.1				853.0	473.0	K		hargrave 2014-11-03 19:55:07	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	i			Slate Islands	PI22
PI22-13b	PI22-13	PI22-13b:LP-DIR-T		HT	182.0	-13.1	2.0	19.0	-1.0	13.7	3.1				853.0	473.0	K		hargrave 2014-11-03 19:55:07	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g	i			Slate Islands	PI22
PI22-13b	PI22-13	PI22-13b:LP-DIR-T		LT	155.2	36.7	2.0	6.0	-1.0	54.3	11.5				423.0	298.0	K		hargrave 2014-11-03 19:55:07	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g	i			Slate Islands	PI22
PI22-13b	PI22-13	PI22-13b:LP-DIR-T		LT	98.3	55.8	2.0	6.0	0.0	54.3	11.5				423.0	298.0	K		hargrave 2014-11-03 19:55:07	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	i			Slate Islands	PI22
PI22-14b	PI22-14	PI22-14b:LP-DIR-T		LT	4.6	83.7	2.0	7.0	-1.0	42.2	8.9				448.0	298.0	K		hargrave 2014-10-10 20:43:12	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g	i			Slate Islands	PI22
PI22-14b	PI22-14	PI22-14b:LP-DIR-T		LT	264.6	36.7	2.0	7.0	0.0	42.2	8.9				448.0	298.0	K		hargrave 2014-10-10 20:43:12	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	i			Slate Islands	PI22
PI22-14b	PI22-14	PI22-14b:LP-DIR-T		HT	339.9	29.2	2.0	13.0	0.0	7.4	8.6				853.0	623.0	K		hargrave 2014-10-10 20:43:12	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	i			Slate Islands	PI22
PI22-14b	PI22-14	PI22-14b:LP-DIR-T		HT	104.1	29.3	2.0	13.0	-1.0	7.4	8.6				853.0	623.0	K		hargrave 2014-10-10 20:43:12	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g	i			Slate Islands	PI22
PI22-15b	PI22-15	PI22-15b:LP-DIR-T		LT	172.4	48.5	2.0	6.0	-1.0	35.1	15.9				423.0	298.0	K		hargrave 2014-10-11 13:32:44	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g	i			Slate Islands	PI22
PI22-15b	PI22-15	PI22-15b:LP-DIR-T		HT	223.4	32.8	2.0	17.0	-1.0	1.3	2.7				853.0	523.0	K		hargrave 2014-10-11 13:32:44	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g	i			Slate Islands	PI22
PI22-15b	PI22-15	PI22-15b:LP-DIR-T		LT	8.0	75.9	2.0	6.0	0.0	35.1	15.9				423.0	298.0	K		hargrave 2014-10-11 13:32:44	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	i			Slate Islands	PI22
PI22-15b	PI22-15	PI22-15b:LP-DIR-T		HT	92.7	49.9	2.0	17.0	0.0	1.3	2.7				853.0	523.0	K		hargrave 2014-10-11 13:32:44	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	i			Slate Islands	PI22
PI22-1b	PI22-1	PI22-1b:LP-DIR-T		HT	83.7	21.6	2.0	9.0	0.0	41.7	26.4				853.0	723.0	K		hargrave 2014-10-10 20:21:52	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	i			Slate Islands	PI22
PI22-1b	PI22-1	PI22-1b:LP-DIR-T		HT	102.8	17.6	2.0	9.0	-1.0	41.7	26.4				853.0	723.0	K		hargrave 2014-10-10 20:21:52	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g	i			Slate Islands	PI22
PI22-1b	PI22-1	PI22-1b:LP-DIR-T		MT	166.6	67.0	2.0	16.0	-1.0	16.6	7.1				673.0	298.0	K		hargrave 2014-10-10 20:21:52	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g	i			Slate Islands	PI22
PI22-1b	PI22-1	PI22-1b:LP-DIR-T		MT	19.4	78.2	2.0	16.0	0.0	16.6	7.1				673.0	298.0	K		hargrave 2014-10-10 20:21:52	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	i			Slate Islands	PI22
PI22-2b	PI22-2	PI22-2b:LP-DIR-T		HT	193.2	49.6	1.0	9.0	-1.0	8.8	2.1				773.0	573.0	K		hargrave 2014-10-10 20:23:55	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g	i			Slate Islands	PI22
PI22-2b	PI22-2	PI22-2b:LP-DIR-T		HT	94.6	73.1	1.0	9.0	0.0	8.8	2.1				773.0	573.0	K		hargrave 2014-10-10 20:23:55	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	i			Slate Islands	PI22
PI22-3b	PI22-3	PI22-3b:LP-DIR-T		LT	174.1	25.8	3.0	6.0	-1.0	67.8	19.8				473.0	348.0	K		hargrave 2014-11-03 19:51:51	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g	i			Slate Islands	PI22
PI22-3b	PI22-3	PI22-3b:LP-DIR-T		HT	99.7	11.0	3.0	15.0	-1.0	5.2	4.3				853.0	573.0	K		hargrave 2014-11-03 19:51:51	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g	i			Slate Islands	PI22
PI22-3b	PI22-3	PI22-3b:LP-DIR-T		hem	89.9	25.1	3.0	3.0	-1.0	5.2	1.8				913.0	873.0	K		hargrave 2014-11-03 19:51:51	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g	i			Slate Islands	PI22
PI22-3b	PI22-3	PI22-3b:LP-DIR-T		LT	116.2	74.9	3.0	6.0	0.0	67.8	19.8				473.0	348.0	K		hargrave 2014-11-03 19:51:51	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	i			Slate Islands	PI22
PI22-3b	PI22-3	PI22-3b:LP-DIR-T		HT	44.6	14.4	3.0	15.0	0.0	5.2	4.3				853.0	573.0	K		hargrave 2014-11-03 19:51:51	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	i			Slate Islands	PI22
PI22-3b	PI22-3	PI22-3b:LP-DIR-T		hem	27.2	15.8	3.0	3.0	0.0	5.2	1.8				913.0	873.0	K		hargrave 2014-11-03 19:51:51	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	i			Slate Islands	PI22
PI22-4b	PI22-4	PI22-4b:LP-DIR-T		LT	126.2	57.9	2.0	8.0	-1.0	30.9	14.5				473.0	298.0	K		hargrave 2014-10-10 20:27:17	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g	i			Slate Islands	PI22
PI22-4b	PI22-4	PI22-4b:LP-DIR-T		HT	153.1	20.0	2.0	10.0	-1.0	10.4	9.7				823.0	623.0	K		hargrave 2014-10-10 20:27:17	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g	i			Slate Islands	PI22
PI22-4b	PI22-4	PI22-4b:LP-DIR-T		LT	17.3	60.5	2.0	8.0	0.0	30.9	14.5				473.0	298.0	K		hargrave 2014-10-10 20:27:17	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	i			Slate Islands	PI22
PI22-4b	PI22-4	PI22-4b:LP-DIR-T		HT	95.2	50.3	2.0	10.0	0.0	10.4	9.7				823.0	623.0	K		hargrave 2014-10-10 20:27:17	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	i			Slate Islands	PI22
PI22-5b	PI22-5	PI22-5b:LP-DIR-T		HT	104.7	44.7	2.0	12.0	0.0	14.1	4.3				823.0	573.0	K		hargrave 2014-10-11 13:31:14	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	i			Slate Islands	PI22
PI22-5b	PI22-5	PI22-5b:LP-DIR-T		LT	157.5	62.3	2.0	5.0	-1.0	46.7	15.2				423.0	323.0	K		hargrave 2014-10-11 13:31:14	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g	i			Slate Islands	PI22
PI22-5b	PI22-5	PI22-5b:LP-DIR-T		LT	347.4	79.5	2.0	5.0	0.0	46.7	15.2				423.0	323.0	K		hargrave 2014-10-11 13:31:14	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	i			Slate Islands	PI22
PI22-5b	PI22-5	PI22-5b:LP-DIR-T		HT	191.6	17.5	2.0	12.0	-1.0	14.1	4.3				823.0	573.0	K		hargrave 2014-10-11 13:31:14	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g	i			Slate Islands	PI22
PI22-6b	PI22-6	PI22-6b:LP-DIR-T		HT	83.9	69.3	2.0	8.0	0.0	6.2	2.5				748.0	573.0	K		hargrave 2014-10-10 20:30:16	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	i			Slate Islands	PI22
PI22-6b	PI22-6	PI22-6b:LP-DIR-T		LT	159.6	71.3	2.0	7.0	-1.0	20.6	11.0				448.0	298.0	K		hargrave 2014-10-10 20:30:16	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g	i			Slate Islands	PI22
PI22-6b	PI22-6	PI22-6b:LP-DIR-T		LT	323.7	77.8	2.0	7.0	0.0	20.6	11.0				448.0	298.0	K		hargrave 2014-10-10 20:30:16	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	i			Slate Islands	PI22
PI22-6b	PI22-6	PI22-6b:LP-DIR-T		HT	166.9	42.9	2.0	8.0	-1.0	6.2	2.5				748.0	573.0	K		hargrave 2014-10-10 20:30:16	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g	i			Slate Islands	PI22
PI22-7b	PI22-7	PI22-7b:LP-DIR-T		LT	154.6	62.6	2.0	4.0	-1.0	35.0	9.2				373.0	298.0	K		hargrave 2014-10-10 20:31:44	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g	i			Slate Islands	PI22
PI22-7b	PI22-7	PI22-7b:LP-DIR-T		HT	144.3	11.5	2.0	16.0	-1.0	2.0	6.0				853.0	548.0	K		hargrave 2014-10-10 20:31:44	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g	i			Slate Islands	PI22
PI22-7b	PI22-7	PI22-7b:LP-DIR-T		LT	348.3	64.5	2.0	4.0	0.0	35.0	9.2				373.0	298.0	K		hargrave 2014-10-10 20:31:44	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	i			Slate Islands	PI22
PI22-7b	PI22-7	PI22-7b:LP-DIR-T		HT	84.8	46.5	2.0	16.0	0.0	2.0	6.0				853.0	548.0	K		hargrave 2014-10-10 20:31:44	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	i			Slate Islands	PI22
PI22-8b	PI22-8	PI22-8b:LP-DIR-T		LT	133.7	83.7	2.0	5.0	-1.0	61.6	21.1				398.0	298.0	K		hargrave 2014-10-10 20:33:12	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g	i			Slate Islands	PI22
PI22-8b	PI22-8	PI22-8b:LP-DIR-T		HT	153.2	15.0	2.0	18.0	-1.0	9.6	4.9				853.0	498.0	K		hargrave 2014-10-10 20:33:12	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g	i			Slate Islands	PI22
PI22-8b	PI22-8	PI22-8b:LP-DIR-T		LT	317.8	48.2	2.0	5.0	0.0	61.6	21.1				398.0	298.0	K		hargrave 2014-10-10 20:33:12	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	i			Slate Islands	PI22
PI22-8b	PI22-8	PI22-8b:LP-DIR-T		HT	84.5	53.1	2.0	18.0	0.0	9.6	4.9				853.0	498.0	K		hargrave 2014-10-10 20:33:12	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	i			Slate Islands	PI22
PI22-9b	PI22-9	PI22-9b:LP-DIR-T		LT	223.9	73.6	2.0	7.0	-1.0	33.3	7.5				448.0	298.0	K		hargrave 2014-10-10 20:34:44	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g	i			Slate Islands	PI22
PI22-9b	PI22-9	PI22-9b:LP-DIR-T		HT	57.7	69.3	2.0	17.0	-1.0	3.4	2.8				853.0	523.0	K		hargrave 2014-10-10 20:34:44	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g	i			Slate Islands	PI22
PI22-9b	PI22-9	PI22-9b:LP-DIR-T		LT	26.1	70.5	2.0	7.0	0.0	33.3	7.5				448.0	298.0	K		hargrave 2014-10-10 20:34:44	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	i			Slate Islands	PI22
PI22-9b	PI22-9	PI22-9b:LP-DIR-T		HT	88.2	47.5	2.0	17.0	0.0	3.4	2.8				853.0	523.0	K		hargrave 2014-10-10 20:34:44	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	i			Slate Islands	PI22
PI22H-16a	PI22H-16	PI22H-16a:LP-DIR-T		PLF	18.3	67.7	3.0	10.0	0.0	17.2	6.2				523.0	77.0	K		hargrave 2015-11-05 11:06:05	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	i			Slate Islands	PI22H
PI22H-16a	PI22H-16	PI22H-16a:LP-DIR-T		MT	68.5	55.9	3.0	8.0	0.0	5.6	5.8				723.0	548.0	K		hargrave 2015-11-05 11:06:05	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	i			Slate Islands	PI22H
PI22H-16a	PI22H-16	PI22H-16a:LP-DIR-T		PLF	155.3	29.1	3.0	10.0	-1.0	17.2	6.2				523.0	77.0	K		hargrave 2015-11-05 11:06:05	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g	i			Slate Islands	PI22H
PI22H-16a	PI22H-16	PI22H-16a:LP-DIR-T		MT	152.3	3.7	3.0	8.0	-1.0	5.6	5.8				723.0	548.0	K		hargrave 2015-11-05 11:06:05	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g	i			Slate Islands	PI22H
PI22H-16a	PI22H-16	PI22H-16a:LP-DIR-T		HT	252.3	76.3	3.0	5.0	0.0	13.0	20.7				852.0	833.0	K		hargrave 2015-11-05 11:06:05	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	i			Slate Islands	PI22H
PI22H-16a	PI22H-16	PI22H-16a:LP-DIR-T		HT	192.8	32.8	3.0	5.0	-1.0	13.0	20.7				852.0	833.0	K		hargrave 2015-11-05 11:06:05	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g	i			Slate Islands	PI22H
PI22H-17a	PI22H-17	PI22H-17a:LP-DIR-T		MT	144.2	-28.0	2.0	10.0	-1.0	0.5	2.1				798.0	573.0	K		hargrave 2015-11-05 11:07:38	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g	i			Slate Islands	PI22H
PI22H-17a	PI22H-17	PI22H-17a:LP-DIR-T		PLF	353.7	77.5	2.0	9.0	0.0	40.2	17.2				498.0	77.0	K		hargrave 2015-11-05 11:07:38	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	i			Slate Islands	PI22H
PI22H-17a	PI22H-17	PI22H-17a:LP-DIR-T		MT	97.9	51.3	2.0	10.0	0.0	0.5	2.1				798.0	573.0	K		hargrave 2015-11-05 11:07:38	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	i			Slate Islands	PI22H
PI22H-17a	PI22H-17	PI22H-17a:LP-DIR-T		PLF	175.8	2.7	2.0	9.0	-1.0	40.2	17.2				498.0	77.0	K		hargrave 2015-11-05 11:07:38	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g	i			Slate Islands	PI22H
PI22H-18a	PI22H-18	PI22H-18a:LP-DIR-T		MT	79.7	54.3	2.0	16.0	0.0	2.8	2.0				823.0	448.0	K		hargrave 2015-11-05 11:09:10	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	i			Slate Islands	PI22H
PI22H-18a	PI22H-18	PI22H-18a:LP-DIR-T		MT	140.7	25.5	2.0	16.0	-1.0	2.8	2.0				823.0	448.0	K		hargrave 2015-11-05 11:09:10	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g	i			Slate Islands	PI22H
PI22H-18a	PI22H-18	PI22H-18a:LP-DIR-T		PLF	161.8	61.4	2.0	7.0	-1.0	33.2	10.2				423.0	273.0	K		hargrave 2015-11-05 11:09:10	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g	i			Slate Islands	PI22H
PI22H-18a	PI22H-18	PI22H-18a:LP-DIR-T		PLF	359.4	65.8	2.0	7.0	0.0	33.2	10.2				423.0	273.0	K		hargrave 2015-11-05 11:09:10	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	i			Slate Islands	PI22H
PI22H-19a	PI22H-19	PI22H-19a:LP-DIR-T		PLF	160.1	74.6	2.0	7.0	-1.0	33.7	9.3				423.0	273.0	K		hargrave 2015-11-05 13:07:13	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g	i			Slate Islands	PI22H
PI22H-19a	PI22H-19	PI22H-19a:LP-DIR-T		PLF	338.7	79.2	2.0	7.0	0.0	33.7	9.3				423.0	273.0	K		hargrave 2015-11-05 13:07:13	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	i			Slate Islands	PI22H
PI22H-19a	PI22H-19	PI22H-19a:LP-DIR-T		MT	84.9	54.5	2.0	13.0	0.0	4.7	2.9				798.0	473.0	K		hargrave 2015-11-05 13:07:13	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	i			Slate Islands	PI22H
PI22H-19a	PI22H-19	PI22H-19a:LP-DIR-T		MT	149.8	35.2	2.0	13.0	-1.0	4.7	2.9				798.0	473.0	K		hargrave 2015-11-05 13:07:13	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g	i			Slate Islands	PI22H
PI22H-20a	PI22H-20	PI22H-20a:LP-DIR-T		PLF	190.2	41.6	2.0	6.0	-1.0	35.4	5.8				398.0	273.0	K		hargrave 2015-11-05 13:09:06	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g	i			Slate Islands	PI22H
PI22H-20a	PI22H-20	PI22H-20a:LP-DIR-T		MT	138.9	32.4	2.0	13.0	-1.0	2.3	2.5				773.0	473.0	K		hargrave 2015-11-05 13:09:06	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g	i			Slate Islands	PI22H
PI22H-20a	PI22H-20	PI22H-20a:LP-DIR-T		PLF	359.0	66.8	2.0	6.0	0.0	35.4	5.8				398.0	273.0	K		hargrave 2015-11-05 13:09:06	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	i			Slate Islands	PI22H
PI22H-20a	PI22H-20	PI22H-20a:LP-DIR-T		MT	81.4	51.4	2.0	13.0	0.0	2.3	2.5				773.0	473.0	K		hargrave 2015-11-05 13:09:06	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	i			Slate Islands	PI22H
PI22H-21a	PI22H-21	PI22H-21a:LP-DIR-T		MT	86.0	50.3	2.0	13.0	0.0	3.8	2.7				748.0	448.0	K		hargrave 2015-11-05 13:10:44	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	i			Slate Islands	PI22H
PI22H-21a	PI22H-21	PI22H-21a:LP-DIR-T		MT	153.4	19.1	2.0	13.0	-1.0	3.8	2.7				748.0	448.0	K		hargrave 2015-11-05 13:10:44	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g	i			Slate Islands	PI22H
PI22H-21a	PI22H-21	PI22H-21a:LP-DIR-T		PLF	157.1	59.9	2.0	6.0	-1.0	33.8	11.8				398.0	273.0	K		hargrave 2015-11-05 13:10:44	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g	i			Slate Islands	PI22H
PI22H-21a	PI22H-21	PI22H-21a:LP-DIR-T		PLF	359.5	75.7	2.0	6.0	0.0	33.8	11.8				398.0	273.0	K		hargrave 2015-11-05 13:10:44	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	i			Slate Islands	PI22H
PI22H-22a	PI22H-22	PI22H-22a:LP-DIR-T		PLF	2.7	73.7	2.0	5.0	0.0	31.7	5.5				373.0	273.0	K		hargrave 2015-11-05 13:12:18	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	i			Slate Islands	PI22H
PI22H-22a	PI22H-22	PI22H-22a:LP-DIR-T		MT	90.9	53.7	2.0	15.0	0.0	2.9	1.9				798.0	448.0	K		hargrave 2015-11-05 13:12:18	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	i			Slate Islands	PI22H
PI22H-22a	PI22H-22	PI22H-22a:LP-DIR-T		PLF	148.7	57.6	2.0	5.0	-1.0	31.7	5.5				373.0	273.0	K		hargrave 2015-11-05 13:12:18	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g	i			Slate Islands	PI22H
PI22H-22a	PI22H-22	PI22H-22a:LP-DIR-T		MT	184.3	27.8	2.0	15.0	-1.0	2.9	1.9				798.0	448.0	K		hargrave 2015-11-05 13:12:18	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g	i			Slate Islands	PI22H
PI22H-23a	PI22H-23	PI22H-23a:LP-DIR-T		PLF	168.2	61.4	2.0	6.0	-1.0	27.2	9.8				398.0	273.0	K		hargrave 2015-11-05 13:13:48	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g	i			Slate Islands	PI22H
PI22H-23a	PI22H-23	PI22H-23a:LP-DIR-T		MT	201.2	35.2	2.0	15.0	-1.0	4.5	2.4				798.0	448.0	K		hargrave 2015-11-05 13:13:48	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g	i			Slate Islands	PI22H
PI22H-23a	PI22H-23	PI22H-23a:LP-DIR-T		PLF	9.5	81.7	2.0	6.0	0.0	27.2	9.8				398.0	273.0	K		hargrave 2015-11-05 13:13:48	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	i			Slate Islands	PI22H
PI22H-23a	PI22H-23	PI22H-23a:LP-DIR-T		MT	83.4	55.0	2.0	15.0	0.0	4.5	2.4				798.0	448.0	K		hargrave 2015-11-05 13:13:48	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	i			Slate Islands	PI22H
PI22H-24a	PI22H-24	PI22H-24a:LP-DIR-T		MT	293.8	76.4	2.0	16.0	-1.0	5.6	2.9				823.0	448.0	K		hargrave 2015-11-05 11:20:14	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g	i			Slate Islands	PI22H
PI22H-24a	PI22H-24	PI22H-24a:LP-DIR-T		PLF	6.3	70.9	2.0	6.0	0.0	22.5	2.9				398.0	273.0	K		hargrave 2015-11-05 11:20:14	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	i			Slate Islands	PI22H
PI22H-24a	PI22H-24	PI22H-24a:LP-DIR-T		MT	76.8	58.1	2.0	16.0	0.0	5.6	2.9				823.0	448.0	K		hargrave 2015-11-05 11:20:14	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	i			Slate Islands	PI22H
PI22H-24a	PI22H-24	PI22H-24a:LP-DIR-T		PLF	218.7	58.5	2.0	6.0	-1.0	22.5	2.9				398.0	273.0	K		hargrave 2015-11-05 11:20:14	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g	i			Slate Islands	PI22H
PI22H-25a	PI22H-25	PI22H-25a:LP-DIR-T		PLF	167.0	41.8	2.0	14.0	-1.0	4.2	2.8				598.0	273.0	K		hargrave 2015-11-05 11:21:47	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g	i			Slate Islands	PI22H
