tab 	er_locations
location_type	er_citation_names	continent_ocean	location_end_lat	location_begin_lon	er_location_name	location_description	location_begin_lat	location_end_lon
Region	10.1130/G37927.1:This study	North America	48.69098	272.942158	Slate Islands	Central uplift of impact crater	48.62924	273.044394
>>>>>>>>>>
tab 	er_samples
sample_dip	sample_bed_dip_direction	er_citation_names	sample_lithology	er_site_name	er_sample_name	sample_description	sample_lat	sample_bed_dip	er_location_name	sample_declination_correction	sample_height	magic_method_codes	sample_type	sample_azimuth	sample_lon	sample_class
0	10.1130/G37927.1:This study	11.9	20.4	0	pmagpy-3.4.0	u	PI33-3		Slate Islands	848	PI33-3b	273	2.07E-05	6.22E-07	4.14E-07	2.31E-07	PI33-3b:LP-DIR-T	25	PI33	1	2.2	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	11.6	17.5	0	pmagpy-3.4.0	u	PI33-3		Slate Islands	853	PI33-3b	273	1.97E-05	6.14E-07	7.99E-07	3.55E-07	PI33-3b:LP-DIR-T	26	PI33	1	3.1	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	10.4	17.3	0	pmagpy-3.4.0	u	PI33-3		Slate Islands	873	PI33-3b	273	1.65E-05	4.45E-07	1.61E-07	5.55E-08	PI33-3b:LP-DIR-T	27	PI33	1	1.6	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	8.6	22.0	0	pmagpy-3.4.0	u	PI33-3		Slate Islands	893	PI33-3b	273	1.64E-06	5.54E-08	4.73E-08	2.91E-08	PI33-3b:LP-DIR-T	28	PI33	1	2.7	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	8.1	26.8	0	pmagpy-3.4.0	u	PI33-3		Slate Islands	913	PI33-3b	273	4.22E-07	1.03E-08	2.46E-08	1.41E-08	PI33-3b:LP-DIR-T	29	PI33	1	4.1	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	7.3	15.8	0	pmagpy-3.4.0	u	PI33-3		Slate Islands	923	PI33-3b	273	3.34E-07	9.52E-09	1.19E-08	5.43E-09	PI33-3b:LP-DIR-T	30	PI33	1	2.8	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	15.5	28.2	0	pmagpy-3.4.0	u	PI33-3		Slate Islands	933	PI33-3b	273	1.34E-07	2.99E-09	2.77E-09	3.87E-09	PI33-3b:LP-DIR-T	31	PI33	1	2.3	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	-0.5	49.9	0	pmagpy-3.4.0	u	PI33-3		Slate Islands	943	PI33-3b	273	8.82E-08	1.65E-09	6.03E-09	3.22E-09	PI33-3b:LP-DIR-T	32	PI33	1	3.8	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	6.4	45.2	0	pmagpy-3.4.0	u	PI33-3		Slate Islands	948	PI33-3b	273	1.10E-07	2.81E-09	3.13E-09	2.52E-09	PI33-3b:LP-DIR-T	33	PI33	1	2.5	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	29.1	43.6	0	pmagpy-3.4.0	u	PI33-5		Slate Islands	273	PI33-5b	273	3.81E-05	7.25E-07	3.49E-07	9.10E-07	PI33-5b:LP-DIR-T	1	PI33	1	1.8	g	LT-NO:LP-DIR-T
0	10.1130/G37927.1:This study	29.3	46.3	0	pmagpy-3.4.0	u	PI33-5		Slate Islands	323	PI33-5b	273	3.82E-05	5.58E-07	2.14E-07	6.89E-07	PI33-5b:LP-DIR-T	2	PI33	1	1.3	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	28.9	41.8	0	pmagpy-3.4.0	u	PI33-5		Slate Islands	348	PI33-5b	273	3.85E-05	7.11E-07	9.24E-07	1.43E-06	PI33-5b:LP-DIR-T	3	PI33	1	2.7	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	29	44.3	0	pmagpy-3.4.0	u	PI33-5		Slate Islands	373	PI33-5b	273	3.84E-05	6.98E-07	1.87E-07	7.19E-07	PI33-5b:LP-DIR-T	4	PI33	1	1.5	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	27.1	41.9	0	pmagpy-3.4.0	u	PI33-5		Slate Islands	398	PI33-5b	273	3.95E-05	8.37E-07	6.60E-07	9.50E-07	PI33-5b:LP-DIR-T	5	PI33	1	2	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	26.6	44.1	0	pmagpy-3.4.0	u	PI33-5		Slate Islands	423	PI33-5b	273	3.95E-05	5.50E-07	7.31E-07	1.34E-06	PI33-5b:LP-DIR-T	6	PI33	1	2.3	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	25.9	44.2	0	pmagpy-3.4.0	u	PI33-5		Slate Islands	448	PI33-5b	273	3.97E-05	3.24E-07	6.28E-07	1.12E-06	PI33-5b:LP-DIR-T	7	PI33	1	1.9	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	25.7	43.4	0	pmagpy-3.4.0	u	PI33-5		Slate Islands	473	PI33-5b	273	4.09E-05	6.89E-07	6.11E-07	1.13E-06	PI33-5b:LP-DIR-T	8	PI33	1	2	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	23.6	47.1	0	pmagpy-3.4.0	u	PI33-5		Slate Islands	498	PI33-5b	273	3.98E-05	3.86E-07	4.52E-07	6.88E-07	PI33-5b:LP-DIR-T	9	PI33	1	1	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	23	46.8	0	pmagpy-3.4.0	u	PI33-5		Slate Islands	523	PI33-5b	273	4.11E-05	1.02E-06	7.67E-07	2.28E-07	PI33-5b:LP-DIR-T	10	PI33	1	1.8	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	22.7	44.6	0	pmagpy-3.4.0	u	PI33-5		Slate Islands	548	PI33-5b	273	4.03E-05	9.33E-07	1.02E-06	1.61E-06	PI33-5b:LP-DIR-T	11	PI33	1	3	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	23.4	42.4	0	pmagpy-3.4.0	u	PI33-5		Slate Islands	573	PI33-5b	273	4.04E-05	1.64E-07	1.06E-06	8.13E-07	PI33-5b:LP-DIR-T	12	PI33	1	1.9	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	22.7	40.6	0	pmagpy-3.4.0	u	PI33-5		Slate Islands	598	PI33-5b	273	4.03E-05	2.98E-07	1.55E-06	1.42E-06	PI33-5b:LP-DIR-T	13	PI33	1	3	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	22	44.7	0	pmagpy-3.4.0	u	PI33-5		Slate Islands	623	PI33-5b	273	3.97E-05	4.30E-07	1.49E-06	1.81E-06	PI33-5b:LP-DIR-T	14	PI33	1	3.4	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	22.3	37.9	0	pmagpy-3.4.0	u	PI33-5		Slate Islands	648	PI33-5b	273	3.88E-05	3.82E-07	2.44E-06	2.11E-06	PI33-5b:LP-DIR-T	15	PI33	1	4.8	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	21.1	41.1	0	pmagpy-3.4.0	u	PI33-5		Slate Islands	673	PI33-5b	273	3.81E-05	2.20E-07	1.68E-06	1.62E-06	PI33-5b:LP-DIR-T	16	PI33	1	3.5	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	20.5	45.2	0	pmagpy-3.4.0	u	PI33-5		Slate Islands	698	PI33-5b	273	3.53E-05	3.18E-07	8.81E-07	7.42E-07	PI33-5b:LP-DIR-T	17	PI33	1	1.5	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	20	46.9	0	pmagpy-3.4.0	u	PI33-5		Slate Islands	723	PI33-5b	273	3.26E-05	7.68E-08	3.29E-07	4.81E-07	PI33-5b:LP-DIR-T	18	PI33	1	1	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	18.3	43.9	0	pmagpy-3.4.0	u	PI33-5		Slate Islands	748	PI33-5b	273	3.02E-05	2.80E-07	1.41E-07	3.05E-07	PI33-5b:LP-DIR-T	19	PI33	1	0.8	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	16.4	42.8	0	pmagpy-3.4.0	u	PI33-5		Slate Islands	773	PI33-5b	273	2.82E-05	1.89E-07	1.06E-06	1.08E-06	PI33-5b:LP-DIR-T	20	PI33	1	3.1	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	14.7	45.1	0	pmagpy-3.4.0	u	PI33-5		Slate Islands	798	PI33-5b	273	2.64E-05	1.84E-07	5.97E-07	6.61E-07	PI33-5b:LP-DIR-T	21	PI33	1	2	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	13.1	45.5	0	pmagpy-3.4.0	u	PI33-5		Slate Islands	823	PI33-5b	273	2.47E-05	3.04E-07	1.19E-07	1.37E-07	PI33-5b:LP-DIR-T	22	PI33	1	0.8	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	12.4	42.5	0	pmagpy-3.4.0	u	PI33-5		Slate Islands	833	PI33-5b	273	2.36E-05	2.61E-07	5.63E-07	5.72E-07	PI33-5b:LP-DIR-T	23	PI33	1	2	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	12	46.1	0	pmagpy-3.4.0	u	PI33-5		Slate Islands	843	PI33-5b	273	2.30E-05	1.62E-07	4.79E-07	5.66E-07	PI33-5b:LP-DIR-T	24	PI33	1	1.9	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	12	44.5	0	pmagpy-3.4.0	u	PI33-5		Slate Islands	848	PI33-5b	273	2.29E-05	1.84E-07	4.02E-07	3.03E-07	PI33-5b:LP-DIR-T	25	PI33	1	1.3	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	11.5	43.3	0	pmagpy-3.4.0	u	PI33-5		Slate Islands	853	PI33-5b	273	2.24E-05	1.64E-07	8.28E-07	7.67E-07	PI33-5b:LP-DIR-T	26	PI33	1	2.9	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	10.2	43.4	0	pmagpy-3.4.0	u	PI33-5		Slate Islands	873	PI33-5b	273	1.87E-05	1.59E-07	3.48E-07	3.54E-07	PI33-5b:LP-DIR-T	27	PI33	1	1.6	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	6.6	46.2	0	pmagpy-3.4.0	u	PI33-5		Slate Islands	893	PI33-5b	273	6.72E-06	6.27E-08	9.90E-08	1.15E-07	PI33-5b:LP-DIR-T	28	PI33	1	1.4	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	4.1	52.4	0	pmagpy-3.4.0	u	PI33-5		Slate Islands	913	PI33-5b	273	1.58E-06	1.32E-08	2.57E-08	3.88E-08	PI33-5b:LP-DIR-T	29	PI33	1	1.7	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	4.6	54.0	0	pmagpy-3.4.0	u	PI33-5		Slate Islands	923	PI33-5b	273	1.14E-06	1.00E-08	9.25E-09	1.42E-08	PI33-5b:LP-DIR-T	30	PI33	1	1	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	3.2	52.7	0	pmagpy-3.4.0	u	PI33-5		Slate Islands	933	PI33-5b	273	8.03E-07	7.79E-09	1.97E-08	3.04E-08	PI33-5b:LP-DIR-T	31	PI33	1	2.6	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	2.2	54.3	0	pmagpy-3.4.0	u	PI33-5		Slate Islands	943	PI33-5b	273	4.19E-07	4.61E-09	5.05E-09	6.19E-09	PI33-5b:LP-DIR-T	32	PI33	1	1.2	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	1.9	48.1	0	pmagpy-3.4.0	u	PI33-5		Slate Islands	948	PI33-5b	273	2.66E-07	2.57E-09	2.83E-09	3.36E-09	PI33-5b:LP-DIR-T	33	PI33	1	1.1	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	4.6	47.6	0	pmagpy-3.4.0	u	PI33-6		Slate Islands	273	PI33-6b	273	1.78E-05	2.38E-07	1.96E-07	2.40E-07	PI33-6b:LP-DIR-T	1	PI33	1	1.2	g	LT-NO:LP-DIR-T
0	10.1130/G37927.1:This study	4.3	47.5	0	pmagpy-3.4.0	u	PI33-6		Slate Islands	323	PI33-6b	273	1.79E-05	3.58E-07	7.81E-08	1.16E-07	PI33-6b:LP-DIR-T	2	PI33	1	1.2	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	4	48.4	0	pmagpy-3.4.0	u	PI33-6		Slate Islands	348	PI33-6b	273	1.80E-05	3.93E-07	1.35E-07	1.66E-07	PI33-6b:LP-DIR-T	3	PI33	1	1.4	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	3.9	46.2	0	pmagpy-3.4.0	u	PI33-6		Slate Islands	373	PI33-6b	273	1.80E-05	4.09E-07	4.36E-07	4.82E-07	PI33-6b:LP-DIR-T	4	PI33	1	2.4	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	2.5	46.6	0	pmagpy-3.4.0	u	PI33-6		Slate Islands	398	PI33-6b	273	1.83E-05	3.96E-07	6.72E-08	1.36E-07	PI33-6b:LP-DIR-T	5	PI33	1	1.3	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	0.9	48.6	0	pmagpy-3.4.0	u	PI33-6		Slate Islands	423	PI33-6b	273	1.83E-05	3.66E-07	1.06E-07	2.54E-07	PI33-6b:LP-DIR-T	6	PI33	1	1.4	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	0.1	49.0	0	pmagpy-3.4.0	u	PI33-6		Slate Islands	448	PI33-6b	273	1.85E-05	2.84E-07	1.21E-07	5.55E-08	PI33-6b:LP-DIR-T	7	PI33	1	0.9	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	-1.1	48.7	0	pmagpy-3.4.0	u	PI33-6		Slate Islands	473	PI33-6b	273	1.91E-05	3.96E-07	3.86E-07	4.29E-07	PI33-6b:LP-DIR-T	8	PI33	1	2.1	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	-2.1	47.8	0	pmagpy-3.4.0	u	PI33-6		Slate Islands	498	PI33-6b	273	1.88E-05	4.61E-07	3.29E-07	1.40E-07	PI33-6b:LP-DIR-T	9	PI33	1	1.7	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	-3.2	49.8	0	pmagpy-3.4.0	u	PI33-6		Slate Islands	523	PI33-6b	273	1.94E-05	5.09E-07	1.77E-07	2.93E-07	PI33-6b:LP-DIR-T	10	PI33	1	1.8	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	-3.4	51.2	0	pmagpy-3.4.0	u	PI33-6		Slate Islands	548	PI33-6b	273	1.94E-05	4.80E-07	2.32E-07	2.43E-07	PI33-6b:LP-DIR-T	11	PI33	1	1.7	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	-3.2	48.4	0	pmagpy-3.4.0	u	PI33-6		Slate Islands	573	PI33-6b	273	1.94E-05	1.03E-07	2.26E-07	2.65E-07	PI33-6b:LP-DIR-T	12	PI33	1	1.1	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	-4.4	53.5	0	pmagpy-3.4.0	u	PI33-6		Slate Islands	598	PI33-6b	273	1.91E-05	7.39E-08	7.89E-07	1.07E-06	PI33-6b:LP-DIR-T	13	PI33	1	4	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	-4.3	56.4	0	pmagpy-3.4.0	u	PI33-6		Slate Islands	623	PI33-6b	273	1.62E-05	1.06E-07	7.89E-07	1.23E-06	PI33-6b:LP-DIR-T	14	PI33	1	5.2	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	-3.8	49.0	0	pmagpy-3.4.0	u	PI33-6		Slate Islands	648	PI33-6b	273	1.60E-05	3.63E-07	9.99E-08	1.91E-07	PI33-6b:LP-DIR-T	15	PI33	1	1.5	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	-5.5	54.6	0	pmagpy-3.4.0	u	PI33-6		Slate Islands	673	PI33-6b	273	1.57E-05	1.14E-07	2.72E-07	4.02E-07	PI33-6b:LP-DIR-T	16	PI33	1	1.8	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	-5.6	55.4	0	pmagpy-3.4.0	u	PI33-6		Slate Islands	698	PI33-6b	273	1.49E-05	3.49E-07	2.49E-07	3.89E-07	PI33-6b:LP-DIR-T	17	PI33	1	2.2	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	-6.3	56.6	0	pmagpy-3.4.0	u	PI33-6		Slate Islands	723	PI33-6b	273	1.39E-05	5.60E-07	7.93E-07	1.12E-06	PI33-6b:LP-DIR-T	18	PI33	1	6.1	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	-7.4	56.6	0	pmagpy-3.4.0	u	PI33-6		Slate Islands	748	PI33-6b	273	1.27E-05	4.41E-07	1.21E-06	1.74E-06	PI33-6b:LP-DIR-T	19	PI33	1	9.7	b	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	-6.8	52.2	0	pmagpy-3.4.0	u	PI33-6		Slate Islands	748	PI33-6b	273	1.28E-05	5.64E-07	4.60E-07	4.90E-07	PI33-6b:LP-DIR-T	20	PI33	1	3.9	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	-9.2	55.1	0	pmagpy-3.4.0	u	PI33-6		Slate Islands	773	PI33-6b	273	1.17E-05	2.53E-07	3.48E-07	4.60E-07	PI33-6b:LP-DIR-T	21	PI33	1	3.1	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	-11	56.9	0	pmagpy-3.4.0	u	PI33-6		Slate Islands	798	PI33-6b	273	1.06E-05	1.99E-07	4.59E-07	6.61E-07	PI33-6b:LP-DIR-T	22	PI33	1	4.5	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	-12.1	55.4	0	pmagpy-3.4.0	u	PI33-6		Slate Islands	823	PI33-6b	273	9.38E-06	3.14E-07	4.45E-07	5.34E-07	PI33-6b:LP-DIR-T	23	PI33	1	4.6	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	-14.9	57.4	0	pmagpy-3.4.0	u	PI33-6		Slate Islands	833	PI33-6b	273	8.37E-06	7.71E-08	3.79E-07	5.51E-07	PI33-6b:LP-DIR-T	24	PI33	1	4.6	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	-13.3	52.7	0	pmagpy-3.4.0	u	PI33-6		Slate Islands	843	PI33-6b	273	7.73E-06	3.73E-07	6.49E-07	7.20E-07	PI33-6b:LP-DIR-T	25	PI33	1	7.7	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	-14	56.6	0	pmagpy-3.4.0	u	PI33-6		Slate Islands	848	PI33-6b	273	7.50E-06	2.00E-07	2.01E-07	2.12E-07	PI33-6b:LP-DIR-T	26	PI33	1	2.7	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	-14.5	57.5	0	pmagpy-3.4.0	u	PI33-6		Slate Islands	853	PI33-6b	273	7.13E-06	1.88E-07	3.18E-07	4.17E-07	PI33-6b:LP-DIR-T	27	PI33	1	4.5	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	-17.1	58.4	0	pmagpy-3.4.0	u	PI33-6		Slate Islands	873	PI33-6b	273	4.64E-06	9.90E-08	6.52E-08	5.08E-08	PI33-6b:LP-DIR-T	28	PI33	1	1.6	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	-18.3	59.5	0	pmagpy-3.4.0	u	PI33-6		Slate Islands	893	PI33-6b	273	1.20E-06	1.82E-08	3.55E-08	6.61E-08	PI33-6b:LP-DIR-T	29	PI33	1	3.7	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	-17.8	63.4	0	pmagpy-3.4.0	u	PI33-6		Slate Islands	913	PI33-6b	273	7.91E-07	8.34E-09	2.05E-08	4.18E-08	PI33-6b:LP-DIR-T	30	PI33	1	3.4	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	-18.7	58.6	0	pmagpy-3.4.0	u	PI33-6		Slate Islands	923	PI33-6b	273	5.22E-07	1.22E-08	8.10E-09	3.75E-09	PI33-6b:LP-DIR-T	31	PI33	1	1.6	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	-20.4	65.2	0	pmagpy-3.4.0	u	PI33-6		Slate Islands	933	PI33-6b	273	3.88E-07	7.03E-09	7.21E-09	6.57E-09	PI33-6b:LP-DIR-T	32	PI33	1	1.7	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	-20.6	60.5	0	pmagpy-3.4.0	u	PI33-6		Slate Islands	943	PI33-6b	273	1.47E-07	3.97E-09	3.67E-09	2.82E-09	PI33-6b:LP-DIR-T	33	PI33	1	2.4	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	-17.8	44.7	0	pmagpy-3.4.0	u	PI33-6		Slate Islands	948	PI33-6b	273	5.90E-08	1.08E-09	5.37E-10	7.03E-10	PI33-6b:LP-DIR-T	34	PI33	1	1.3	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	27.6	43.8	0	pmagpy-3.4.0	u	PI32-1		Slate Islands	273	PI32-1b	273	1.26E-05	1.10E-07	3.14E-07	3.17E-07	PI32-1b:LP-DIR-T	1	PI32	1	2.1	g	LT-NO:LP-DIR-T
0	10.1130/G37927.1:This study	27.4	47.2	0	pmagpy-3.4.0	u	PI32-1		Slate Islands	323	PI32-1b	273	1.27E-05	5.64E-08	2.38E-07	6.72E-08	PI32-1b:LP-DIR-T	2	PI32	1	0.7	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	27.3	43.0	0	pmagpy-3.4.0	u	PI32-1		Slate Islands	348	PI32-1b	273	1.29E-05	1.06E-07	1.19E-07	4.50E-08	PI32-1b:LP-DIR-T	3	PI32	1	0.7	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	26.9	44.0	0	pmagpy-3.4.0	u	PI32-1		Slate Islands	373	PI32-1b	273	1.28E-05	1.29E-07	3.24E-07	4.31E-07	PI32-1b:LP-DIR-T	4	PI32	1	2.5	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	26.1	39.3	0	pmagpy-3.4.0	u	PI32-1		Slate Islands	398	PI32-1b	273	1.32E-05	1.71E-07	4.57E-07	3.59E-07	PI32-1b:LP-DIR-T	5	PI32	1	2.6	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	26	42.4	0	pmagpy-3.4.0	u	PI32-1		Slate Islands	423	PI32-1b	273	1.28E-05	8.98E-08	1.00E-07	3.00E-07	PI32-1b:LP-DIR-T	6	PI32	1	1.4	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	24.7	42.6	0	pmagpy-3.4.0	u	PI32-1		Slate Islands	448	PI32-1b	273	1.36E-05	1.21E-07	2.38E-07	3.65E-07	PI32-1b:LP-DIR-T	7	PI32	1	1.9	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	24.4	41.8	0	pmagpy-3.4.0	u	PI32-1		Slate Islands	473	PI32-1b	273	1.37E-05	1.57E-07	9.83E-08	1.16E-07	PI32-1b:LP-DIR-T	8	PI32	1	0.9	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	23.1	39.6	0	pmagpy-3.4.0	u	PI32-1		Slate Islands	498	PI32-1b	273	1.32E-05	2.55E-07	1.94E-07	6.06E-07	PI32-1b:LP-DIR-T	9	PI32	1	2.8	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	21.7	41.7	0	pmagpy-3.4.0	u	PI32-1		Slate Islands	523	PI32-1b	273	1.40E-05	3.40E-07	1.92E-07	1.07E-07	PI32-1b:LP-DIR-T	10	PI32	1	1.6	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	21.4	44.3	0	pmagpy-3.4.0	u	PI32-1		Slate Islands	548	PI32-1b	273	1.36E-05	2.70E-07	3.50E-07	5.15E-07	PI32-1b:LP-DIR-T	11	PI32	1	2.9	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	22.7	40.7	0	pmagpy-3.4.0	u	PI32-1		Slate Islands	573	PI32-1b	273	1.37E-05	2.92E-08	6.48E-08	7.93E-08	PI32-1b:LP-DIR-T	12	PI32	1	0.4	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	22	41.3	0	pmagpy-3.4.0	u	PI32-1		Slate Islands	598	PI32-1b	273	1.36E-05	8.66E-08	2.10E-07	2.32E-07	PI32-1b:LP-DIR-T	13	PI32	1	1.4	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	21.2	39.9	0	pmagpy-3.4.0	u	PI32-1		Slate Islands	623	PI32-1b	273	1.34E-05	9.53E-08	1.55E-07	1.87E-07	PI32-1b:LP-DIR-T	14	PI32	1	1.1	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	21.6	43.0	0	pmagpy-3.4.0	u	PI32-1		Slate Islands	648	PI32-1b	273	1.26E-05	4.32E-08	2.87E-06	2.71E-06	PI32-1b:LP-DIR-T	15	PI32	1	17.4	b	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	0	359.9	0	pmagpy-3.4.0	u	PI32-1		Slate Islands	648	PI32-1b	273	9.27E-06	5.00E-06	8.74E-06	7.61E-08	PI32-1b:LP-DIR-T	16	PI32	1	47.3	b	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	9.4	41.8	0	pmagpy-3.4.0	u	PI32-1		Slate Islands	648	PI32-1b	273	1.32E-05	3.44E-07	1.47E-07	1.75E-06	PI32-1b:LP-DIR-T	17	PI32	1	6	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	15.8	41.2	0	pmagpy-3.4.0	u	PI32-1		Slate Islands	673	PI32-1b	273	1.33E-05	1.11E-07	4.71E-07	4.69E-07	PI32-1b:LP-DIR-T	18	PI32	1	2.9	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	15.7	43.3	0	pmagpy-3.4.0	u	PI32-1		Slate Islands	698	PI32-1b	273	1.29E-05	7.28E-08	1.13E-06	1.00E-06	PI32-1b:LP-DIR-T	19	PI32	1	6.7	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	15.5	41.0	0	pmagpy-3.4.0	u	PI32-1		Slate Islands	723	PI32-1b	273	1.27E-05	3.40E-08	2.64E-07	2.40E-07	PI32-1b:LP-DIR-T	20	PI32	1	1.6	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	14.5	42.5	0	pmagpy-3.4.0	u	PI32-1		Slate Islands	748	PI32-1b	273	1.24E-05	1.62E-07	1.68E-07	1.09E-07	PI32-1b:LP-DIR-T	21	PI32	1	1.2	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	14.1	41.1	0	pmagpy-3.4.0	u	PI32-1		Slate Islands	773	PI32-1b	273	1.22E-05	1.17E-07	4.49E-07	4.45E-07	PI32-1b:LP-DIR-T	22	PI32	1	3	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	13.5	39.1	0	pmagpy-3.4.0	u	PI32-1		Slate Islands	798	PI32-1b	273	1.20E-05	1.37E-07	2.15E-07	1.42E-07	PI32-1b:LP-DIR-T	23	PI32	1	1.4	g	LT-T-Z:LP-DIR-T
